Household_ID,Location,Family_Size,Education_Level,Employment_Type,Has_Savings_Account,Uses_Savings_Group,Uses_Mobile_Money,Distance_to_Bank_km,Borrowing,Selling_Assets,Reducing_Spending,Financial_Stress_Score,Month,Year,Crop_Income,Livestock_Income,Off_Farm_Income,Food_Expenses,Healthcare_Expenses,Education_Expenses,Discretionary_Expenses,Total_Income
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,3,2,"80,413.00","66,038.00","33,191.00","100,529.00","20,105.00","30,158.00","50,264.00","179,642.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,4,2,"52,457.00","41,524.00","47,013.00","73,105.00","14,621.00","21,931.00","36,552.00","140,994.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,5,2,"62,336.00","39,789.00","24,658.00","40,342.00","8,068.00","12,102.00","20,171.00","126,783.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,6,2,"63,649.00","26,112.00","28,079.00","43,836.00","8,767.00","13,150.00","21,918.00","117,840.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,7,2,"84,118.00","42,886.00","46,606.00","101,687.00","20,337.00","30,506.00","50,843.00","173,610.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,8,2,"112,470.00","53,328.00","48,155.00","73,633.00","14,726.00","22,090.00","36,816.00","213,953.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,9,2,"107,109.00","58,489.00","37,066.00","64,963.00","12,992.00","19,488.00","32,481.00","202,664.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,10,2,"124,020.00","14,642.00","62,502.00","69,658.00","13,931.00","20,897.00","34,829.00","201,164.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,11,2,"127,892.00","48,860.00","45,804.00","114,857.00","22,971.00","34,457.00","57,428.00","222,556.00"
1,Mbale,2,Secondary,Subsistence Farming,1,0,0,43.87,0,0,0,38.17,12,2,"54,081.00","24,991.00","22,383.00","31,642.00","6,328.00","9,492.00","15,821.00","101,455.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,1,1,"112,283.00","13,900.00","22,189.00","63,776.00","12,755.00","19,133.00","31,888.00","148,372.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,2,1,"102,614.00","60,017.00","28,336.00","62,525.00","12,505.00","18,757.00","31,262.00","190,967.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,3,1,"30,521.00","11,904.00","30,243.00","36,780.00","7,356.00","11,034.00","18,390.00","72,668.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,4,1,"103,443.00","26,703.00","43,123.00","65,130.00","13,026.00","19,539.00","32,565.00","173,269.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,5,1,"46,518.00","45,321.00","55,355.00","74,391.00","14,878.00","22,317.00","37,195.00","147,194.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,6,1,"22,210.00","22,065.00","29,102.00","25,871.00","5,174.00","7,761.00","12,935.00","73,377.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,7,1,"81,552.00","63,600.00","38,244.00","76,819.00","15,363.00","23,045.00","38,409.00","183,396.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,8,1,"40,619.00","14,952.00","24,227.00","46,094.00","9,218.00","13,828.00","23,047.00","79,798.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,9,1,"53,386.00","30,300.00","32,521.00","48,249.00","9,649.00","14,474.00","24,124.00","116,207.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,10,1,"50,980.00","36,974.00","72,693.00","53,689.00","10,737.00","16,106.00","26,844.00","160,647.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,11,1,"56,423.00","28,646.00","17,101.00","41,990.00","8,398.00","12,597.00","20,995.00","102,170.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,12,1,"61,266.00","16,041.00","15,656.00","40,567.00","8,113.00","12,170.00","20,283.00","92,963.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,1,2,"72,817.00","44,234.00","40,571.00","68,966.00","13,793.00","20,689.00","34,483.00","157,622.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,2,2,"51,868.00","43,119.00","56,431.00","77,642.00","15,528.00","23,292.00","38,821.00","151,418.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,3,2,"39,840.00","16,918.00","18,480.00","25,385.00","5,077.00","7,615.00","12,692.00","75,238.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,4,2,"91,443.00","32,677.00","70,966.00","85,539.00","17,107.00","25,661.00","42,769.00","195,086.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,5,2,"20,982.00","17,576.00","23,012.00","23,161.00","4,632.00","6,948.00","11,580.00","61,570.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,6,2,"139,622.00","70,345.00","62,689.00","118,155.00","23,631.00","35,446.00","59,077.00","272,656.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,7,2,"66,959.00","49,108.00","74,888.00","67,199.00","13,439.00","20,159.00","33,599.00","190,955.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,8,2,"97,587.00","48,556.00","55,876.00","74,876.00","14,975.00","22,462.00","37,438.00","202,019.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,9,2,"55,027.00","22,742.00","53,059.00","60,946.00","12,189.00","18,283.00","30,473.00","130,828.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,10,2,"44,597.00","46,115.00","49,010.00","54,545.00","10,909.00","16,363.00","27,272.00","139,722.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,11,2,"71,180.00","21,515.00","28,928.00","42,310.00","8,462.00","12,693.00","21,155.00","121,623.00"
2,Mbarara,8,Secondary,Livestock Rearing,0,1,0,19.1,0,0,1,40.89,12,2,"53,424.00","15,358.00","35,226.00","50,536.00","10,107.00","15,160.00","25,268.00","104,008.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,1,1,"25,615.00","17,932.00","18,307.00","34,077.00","6,815.00","10,223.00","17,038.00","61,854.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,2,1,"46,511.00","23,912.00","31,101.00","55,474.00","11,094.00","16,642.00","27,737.00","101,524.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,3,1,"23,145.00","10,147.00","26,490.00","32,893.00","6,578.00","9,868.00","16,446.00","59,782.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,4,1,"69,847.00","26,786.00","32,759.00","39,486.00","7,897.00","11,845.00","19,743.00","129,392.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,5,1,"65,837.00","18,917.00","53,779.00","70,074.00","14,014.00","21,022.00","35,037.00","138,533.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,6,1,"111,188.00","58,336.00","54,284.00","134,203.00","26,840.00","40,261.00","67,101.00","223,808.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,7,1,"49,576.00","15,098.00","40,696.00","54,575.00","10,915.00","16,372.00","27,287.00","105,370.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,8,1,"102,708.00","37,890.00","51,080.00","72,789.00","14,557.00","21,836.00","36,394.00","191,678.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,9,1,"79,703.00","24,832.00","20,720.00","58,769.00","11,753.00","17,630.00","29,384.00","125,255.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,10,1,"50,920.00","65,073.00","22,314.00","61,327.00","12,265.00","18,398.00","30,663.00","138,307.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,11,1,"84,824.00","40,082.00","66,997.00","83,997.00","16,799.00","25,199.00","41,998.00","191,903.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,12,1,"33,286.00","67,676.00","71,702.00","89,231.00","17,846.00","26,769.00","44,615.00","172,664.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,1,2,"106,022.00","57,897.00","24,016.00","63,533.00","12,706.00","19,059.00","31,766.00","187,935.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,2,2,"15,458.00","21,231.00","8,861.00","15,296.00","3,059.00","4,588.00","7,648.00","45,550.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,3,2,"106,232.00","37,280.00","49,822.00","87,375.00","17,475.00","26,212.00","43,687.00","193,334.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,4,2,"31,053.00","50,296.00","46,311.00","75,598.00","15,119.00","22,679.00","37,799.00","127,660.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,5,2,"68,766.00","31,662.00","13,346.00","36,232.00","7,246.00","10,869.00","18,116.00","113,774.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,6,2,"75,578.00","41,219.00","86,008.00","83,385.00","16,677.00","25,015.00","41,692.00","202,805.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,7,2,"62,202.00","26,164.00","30,143.00","53,643.00","10,728.00","16,093.00","26,821.00","118,509.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,8,2,"29,379.00","17,893.00","20,538.00","20,368.00","4,073.00","6,110.00","10,184.00","67,810.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,9,2,"70,469.00","27,492.00","38,281.00","52,916.00","10,583.00","15,875.00","26,458.00","136,242.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,10,2,"82,670.00","23,578.00","39,755.00","48,655.00","9,731.00","14,596.00","24,327.00","146,003.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,11,2,"25,619.00","50,047.00","64,414.00","71,673.00","14,334.00","21,502.00","35,836.00","140,080.00"
3,Jinja,9,None,Subsistence Farming,0,0,0,33.68,0,1,0,30.64,12,2,"98,149.00","16,710.00","47,942.00","70,282.00","14,056.00","21,084.00","35,141.00","162,801.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,1,1,"81,209.00","23,792.00","32,667.00","67,016.00","13,403.00","20,104.00","33,508.00","137,668.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,2,1,"59,354.00","34,716.00","46,961.00","67,797.00","13,559.00","20,339.00","33,898.00","141,031.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,3,1,"105,677.00","62,631.00","51,099.00","89,370.00","17,874.00","26,811.00","44,685.00","219,407.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,4,1,"60,774.00","29,733.00","11,631.00","31,726.00","6,345.00","9,518.00","15,863.00","102,138.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,5,1,"81,960.00","45,460.00","36,082.00","62,182.00","12,436.00","18,654.00","31,091.00","163,502.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,6,1,"35,012.00","60,414.00","41,116.00","60,672.00","12,134.00","18,201.00","30,336.00","136,542.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,7,1,"111,276.00","66,754.00","54,562.00","83,920.00","16,784.00","25,176.00","41,960.00","232,592.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,8,1,"24,658.00","32,852.00","15,325.00","42,339.00","8,467.00","12,701.00","21,169.00","72,835.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,9,1,"81,005.00","49,640.00","33,397.00","69,567.00","13,913.00","20,870.00","34,783.00","164,042.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,10,1,"44,553.00","41,863.00","59,333.00","59,124.00","11,824.00","17,737.00","29,562.00","145,749.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,11,1,"101,297.00","55,101.00","55,744.00","70,487.00","14,097.00","21,146.00","35,243.00","212,142.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,12,1,"79,600.00","34,245.00","59,589.00","66,397.00","13,279.00","19,919.00","33,198.00","173,434.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,1,2,"66,152.00","13,716.00","13,021.00","43,988.00","8,797.00","13,196.00","21,994.00","92,889.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,2,2,"21,501.00","37,192.00","29,822.00","48,319.00","9,663.00","14,495.00","24,159.00","88,515.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,3,2,"37,345.00","11,134.00","21,580.00","37,273.00","7,454.00","11,182.00","18,636.00","70,059.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,4,2,"72,979.00","23,687.00","18,022.00","57,978.00","11,595.00","17,393.00","28,989.00","114,688.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,5,2,"43,812.00","15,565.00","31,237.00","52,532.00","10,506.00","15,759.00","26,266.00","90,614.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,6,2,"35,843.00","31,753.00","26,583.00","35,120.00","7,024.00","10,536.00","17,560.00","94,179.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,7,2,"64,760.00","31,646.00","16,324.00","41,757.00","8,351.00","12,527.00","20,878.00","112,730.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,8,2,"54,594.00","13,049.00","32,258.00","31,368.00","6,273.00","9,410.00","15,684.00","99,901.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,9,2,"86,058.00","67,300.00","81,718.00","120,146.00","24,029.00","36,044.00","60,073.00","235,076.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,10,2,"71,508.00","41,882.00","21,360.00","72,810.00","14,562.00","21,843.00","36,405.00","134,750.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,11,2,"40,818.00","20,901.00","13,462.00","28,410.00","5,682.00","8,523.00","14,205.00","75,181.00"
4,Fort Portal,5,Secondary,Livestock Rearing,1,1,1,22.11,0,0,0,41.67,12,2,"97,216.00","21,422.00","22,100.00","75,605.00","15,121.00","22,681.00","37,802.00","140,738.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,1,1,"15,277.00","5,847.00","24,144.00","23,208.00","4,641.00","6,962.00","11,604.00","45,268.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,2,1,"107,960.00","22,882.00","29,997.00","74,355.00","14,871.00","22,306.00","37,177.00","160,839.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,3,1,"86,121.00","14,311.00","50,855.00","70,506.00","14,101.00","21,151.00","35,253.00","151,287.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,4,1,"51,001.00","16,479.00","16,592.00","43,005.00","8,601.00","12,901.00","21,502.00","84,072.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,5,1,"39,454.00","29,680.00","47,475.00","69,900.00","13,980.00","20,970.00","34,950.00","116,609.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,6,1,"51,187.00","32,317.00","27,776.00","44,036.00","8,807.00","13,211.00","22,018.00","111,280.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,7,1,"70,832.00","22,011.00","40,465.00","42,899.00","8,579.00","12,869.00","21,449.00","133,308.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,8,1,"24,918.00","27,206.00","21,114.00","37,341.00","7,468.00","11,202.00","18,670.00","73,238.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,9,1,"36,060.00","26,518.00","41,429.00","32,102.00","6,420.00","9,630.00","16,051.00","104,007.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,10,1,"86,480.00","26,208.00","41,997.00","87,931.00","17,586.00","26,379.00","43,965.00","154,685.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,11,1,"35,702.00","30,681.00","23,018.00","52,908.00","10,581.00","15,872.00","26,454.00","89,401.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,12,1,"74,280.00","23,491.00","36,176.00","69,375.00","13,875.00","20,812.00","34,687.00","133,947.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,1,2,"24,672.00","31,877.00","16,809.00","29,557.00","5,911.00","8,867.00","14,778.00","73,358.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,2,2,"61,608.00","18,946.00","31,871.00","41,340.00","8,268.00","12,402.00","20,670.00","112,425.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,3,2,"52,327.00","26,567.00","14,802.00","31,207.00","6,241.00","9,362.00","15,603.00","93,696.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,4,2,"24,376.00","34,006.00","24,244.00","24,935.00","4,987.00","7,480.00","12,467.00","82,626.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,5,2,"100,809.00","28,851.00","61,772.00","82,149.00","16,429.00","24,644.00","41,074.00","191,432.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,6,2,"45,302.00","9,758.00","29,745.00","41,905.00","8,381.00","12,571.00","20,952.00","84,805.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,7,2,"23,554.00","9,692.00","38,095.00","29,457.00","5,891.00","8,837.00","14,728.00","71,341.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,8,2,"49,429.00","14,929.00","14,386.00","33,974.00","6,794.00","10,192.00","16,987.00","78,744.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,9,2,"89,579.00","44,874.00","50,357.00","93,434.00","18,686.00","28,030.00","46,717.00","184,810.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,10,2,"39,094.00","42,689.00","29,532.00","47,053.00","9,410.00","14,116.00","23,526.00","111,315.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,11,2,"38,216.00","15,718.00","19,832.00","39,245.00","7,849.00","11,773.00","19,622.00","73,766.00"
5,Mbale,4,Tertiary,Subsistence Farming,1,0,0,39.52,0,0,1,52.5,12,2,"45,890.00","25,811.00","23,520.00","46,915.00","9,383.00","14,074.00","23,457.00","95,221.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,1,1,"48,368.00","29,468.00","26,005.00","52,067.00","10,413.00","15,620.00","26,033.00","103,841.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,2,1,"64,729.00","37,021.00","40,119.00","68,919.00","13,783.00","20,675.00","34,459.00","141,869.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,3,1,"81,623.00","20,913.00","22,995.00","42,167.00","8,433.00","12,650.00","21,083.00","125,531.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,4,1,"42,527.00","16,813.00","18,622.00","39,388.00","7,877.00","11,816.00","19,694.00","77,962.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,5,1,"61,159.00","16,541.00","25,911.00","49,491.00","9,898.00","14,847.00","24,745.00","103,611.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,6,1,"87,031.00","53,159.00","38,382.00","84,335.00","16,867.00","25,300.00","42,167.00","178,572.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,7,1,"97,408.00","65,189.00","52,435.00","103,110.00","20,622.00","30,933.00","51,555.00","215,032.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,8,1,"83,610.00","37,881.00","40,740.00","96,709.00","19,341.00","29,012.00","48,354.00","162,231.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,9,1,"54,672.00","29,121.00","20,036.00","44,731.00","8,946.00","13,419.00","22,365.00","103,829.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,10,1,"40,838.00","8,158.00","39,003.00","29,199.00","5,839.00","8,759.00","14,599.00","87,999.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,11,1,"28,990.00","15,652.00","22,820.00","30,618.00","6,123.00","9,185.00","15,309.00","67,462.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,12,1,"24,078.00","19,420.00","19,979.00","21,898.00","4,379.00","6,569.00","10,949.00","63,477.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,1,2,"140,649.00","17,495.00","29,383.00","101,622.00","20,324.00","30,486.00","50,811.00","187,527.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,2,2,"84,894.00","10,233.00","37,223.00","49,616.00","9,923.00","14,884.00","24,808.00","132,350.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,3,2,"26,863.00","24,047.00","14,696.00","39,278.00","7,855.00","11,783.00","19,639.00","65,606.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,4,2,"53,386.00","61,355.00","64,751.00","63,410.00","12,682.00","19,023.00","31,705.00","179,492.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,5,2,"70,221.00","23,872.00","62,305.00","64,656.00","12,931.00","19,396.00","32,328.00","156,398.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,6,2,"42,747.00","7,966.00","15,261.00","22,685.00","4,537.00","6,805.00","11,342.00","65,974.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,7,2,"45,220.00","12,993.00","28,784.00","37,040.00","7,408.00","11,112.00","18,520.00","86,997.00"
6,Hoima,5,Primary,Livestock Rearing,0,0,1,40.36,0,0,1,47.78,8,2,"26,506.00","42,642.00","15,064.00","37,492.00","7,498.00","11,247.00","18,746.00","84,212.00"
